Time (s),Position X (m),Position Y (m),Velocity (m/s),Heading,Yawrate,Length (m),Width (m),Vehicle Number,Agent_Type,Vx,Vy,Ax,Ay,V_lon,V_lat,A_lon,A_lat,2_Position X (m),2_Position Y (m),2_Velocity (m/s),2_Heading,2_Yawrate,2_Length (m),2_Width (m),2_Vehicle Number,2_Agent_Type,2_Vx,2_Vy,2_Ax,2_Ay,2_V_lon,2_V_lat,2_A_lon,2_A_lat
1111.72,47.831,-31.026,0.26,0.17,0,4.616,1.814,417,car,0.255,0.051,-0.909,-0.161,0.26,-0.007,-0.923,0.006,88.942,-20.096,8.024,-2.962,-0.0035,4.344,1.791,424,car,-7.915,-1.323,0.971,0.07,8.024,0.116,-0.968,-0.106
1111.76,47.838,-31.025,0.223,0.169,0,4.616,1.814,417,car,0.219,0.044,-0.846,-0.152,0.223,-0.006,-0.859,0.007,88.624,-20.149,7.984,-2.962,-0.0024,4.344,1.791,424,car,-7.874,-1.32,1.053,0.085,7.983,0.111,-1.051,-0.104
1111.8,47.844,-31.023,0.189,0.169,0,4.616,1.814,417,car,0.185,0.037,-0.782,-0.143,0.189,-0.006,-0.795,0.009,88.309,-20.202,7.94,-2.962,0,4.344,1.791,424,car,-7.83,-1.315,1.132,0.1,7.939,0.104,-1.132,-0.103
1111.84,47.85,-31.022,0.158,0.169,0,4.616,1.814,417,car,0.155,0.031,-0.719,-0.133,0.158,-0.005,-0.731,0.01,87.996,-20.255,7.892,-2.962,0,4.344,1.791,424,car,-7.782,-1.31,1.21,0.115,7.891,0.099,-1.211,-0.103
1111.88,47.855,-31.021,0.13,0.169,0,4.616,1.814,417,car,0.127,0.026,-0.658,-0.123,0.13,-0.004,-0.669,0.01,87.685,-20.308,7.841,-2.962,0,4.344,1.791,424,car,-7.731,-1.305,1.285,0.128,7.84,0.094,-1.287,-0.103
1111.92,47.859,-31.02,0.104,0.169,0,4.616,1.814,417,car,0.102,0.021,-0.597,-0.113,0.104,-0.003,-0.607,0.011,87.376,-20.36,7.786,-2.963,0.0025,4.344,1.791,424,car,-7.677,-1.299,1.357,0.141,7.786,0.089,-1.36,-0.103
1111.96,47.861,-31.019,0.082,0.169,0,4.616,1.814,417,car,0.08,0.016,-0.538,-0.102,0.082,-0.003,-0.548,0.01,87.069,-20.412,7.728,-2.963,0.0039,4.344,1.791,424,car,-7.619,-1.292,1.426,0.152,7.728,0.085,-1.43,-0.104
1112,47.863,-31.019,0.062,0.169,0,4.616,1.814,417,car,0.061,0.012,-0.481,-0.092,0.062,-0.002,-0.49,0.01,86.765,-20.463,7.667,-2.962,0.0053,4.344,1.791,424,car,-7.559,-1.285,1.491,0.162,7.667,0.084,-1.496,-0.106
1112.04,47.865,-31.019,0.045,0.169,0,4.616,1.814,417,car,0.044,0.008,-0.427,-0.082,0.045,-0.001,-0.434,0.009,86.463,-20.515,7.603,-2.962,0.0067,4.344,1.791,424,car,-7.495,-1.277,1.553,0.172,7.603,0.083,-1.558,-0.109
1112.08,47.865,-31.019,0.03,0.169,0,4.616,1.814,417,car,0.03,0.005,-0.375,-0.071,0.03,0,-0.381,0.007,86.164,-20.565,7.537,-2.961,0.0081,4.344,1.791,424,car,-7.429,-1.27,1.611,0.18,7.537,0.082,-1.617,-0.112
1112.12,47.866,-31.019,0.018,0.169,0,4.616,1.814,417,car,0.018,0.003,-0.325,-0.061,0.018,0,-0.331,0.006,85.869,-20.616,7.468,-2.961,0.0093,4.344,1.791,424,car,-7.361,-1.262,1.665,0.188,7.468,0.082,-1.671,-0.115
1112.16,47.866,-31.02,0.008,0.169,0,4.616,1.814,417,car,0.008,0.001,-0.279,-0.052,0.008,0,-0.284,0.004,85.576,-20.666,7.398,-2.96,0.0105,4.344,1.791,424,car,-7.291,-1.253,1.715,0.194,7.397,0.082,-1.722,-0.118
1112.2,47.865,-31.021,0,0.169,0,4.616,1.814,417,car,0,0,-0.236,-0.043,0,0,-0.24,0.002,85.285,-20.716,7.325,-2.96,0.0115,4.344,1.791,424,car,-7.218,-1.245,1.761,0.2,7.324,0.083,-1.768,-0.122
1112.24,47.865,-31.021,0.006,0.169,0,4.616,1.814,417,car,-0.006,-0.001,-0.196,-0.035,-0.006,0,-0.199,0.002,84.998,-20.765,7.25,-2.959,0.0123,4.344,1.791,424,car,-7.144,-1.236,1.804,0.206,7.25,0.084,-1.811,-0.126
1112.28,47.864,-31.022,0.01,0.169,0,4.616,1.814,417,car,-0.01,-0.001,-0.16,-0.028,-0.01,-0.001,-0.162,0.001,84.714,-20.814,7.174,-2.958,0.0129,4.344,1.791,424,car,-7.068,-1.228,1.843,0.211,7.173,0.085,-1.85,-0.13
1112.32,47.864,-31.022,0.013,0.168,0,4.616,1.814,417,car,-0.013,-0.001,-0.127,-0.023,-0.013,-0.002,-0.129,0.002,84.433,-20.863,7.096,-2.957,0.0133,4.344,1.791,424,car,-6.991,-1.219,1.878,0.215,7.096,0.084,-1.885,-0.133
1112.36,47.863,-31.021,0.015,0.168,0,4.616,1.814,417,car,-0.015,0,-0.097,-0.019,-0.015,-0.002,-0.099,0.003,84.155,-20.912,7.017,-2.956,0.0135,4.344,1.791,424,car,-6.912,-1.21,1.91,0.219,7.017,0.083,-1.917,-0.136
1112.4,47.863,-31.02,0.016,0.168,0,4.616,1.814,417,car,-0.016,0,-0.072,-0.016,-0.015,-0.002,-0.073,0.004,83.88,-20.96,6.937,-2.956,0.0137,4.344,1.791,424,car,-6.832,-1.2,1.938,0.222,6.937,0.081,-1.946,-0.139
1112.44,47.862,-31.02,0.015,0.168,0,4.616,1.814,417,car,-0.015,-0.001,-0.049,-0.014,-0.015,-0.002,-0.051,0.005,83.609,-21.007,6.856,-2.956,0.0138,4.344,1.791,424,car,-6.752,-1.191,1.963,0.225,6.855,0.078,-1.97,-0.142
1112.48,47.862,-31.02,0.014,0.168,0,4.616,1.814,417,car,-0.014,-0.001,-0.03,-0.012,-0.014,-0.002,-0.031,0.007,83.34,-21.055,6.774,-2.955,0.014,4.344,1.791,424,car,-6.67,-1.182,1.984,0.228,6.773,0.076,-1.992,-0.144
1112.52,47.862,-31.019,0.012,0.168,0,4.616,1.814,417,car,-0.012,-0.001,-0.013,-0.01,-0.012,-0.001,-0.015,0.008,83.075,-21.102,6.691,-2.954,0.0141,4.344,1.791,424,car,-6.587,-1.172,2.002,0.23,6.69,0.073,-2.01,-0.146
1112.56,47.862,-31.019,0.01,0.168,0,4.616,1.814,417,car,-0.01,-0.001,0,-0.009,-0.01,-0.001,-0.001,0.009,82.814,-21.148,6.607,-2.954,0.0143,4.344,1.791,424,car,-6.504,-1.163,2.017,0.232,6.607,0.069,-2.025,-0.148
1112.6,47.862,-31.019,0.008,0.168,0,4.616,1.814,417,car,-0.007,-0.001,0.011,-0.008,-0.007,0,0.01,0.009,82.556,-21.194,6.523,-2.954,0.0145,4.344,1.791,424,car,-6.42,-1.154,2.029,0.234,6.523,0.066,-2.037,-0.149
1112.64,47.862,-31.019,0.005,0.168,0,4.616,1.814,417,car,-0.005,-0.001,0.019,-0.007,-0.005,0.001,0.018,0.01,82.301,-21.24,6.439,-2.953,0.0147,4.344,1.791,424,car,-6.336,-1.144,2.038,0.236,6.439,0.063,-2.046,-0.15
1112.68,47.862,-31.019,0.002,0.168,0,4.616,1.814,417,car,-0.002,-0.002,0.025,-0.006,-0.002,0.001,0.024,0.01,82.05,-21.286,6.355,-2.952,0.015,4.344,1.791,424,car,-6.252,-1.135,2.045,0.238,6.354,0.061,-2.053,-0.15
1112.72,47.863,-31.019,0.002,0.169,0,4.616,1.814,417,car,0.001,-0.002,0.029,-0.005,0.001,0.002,0.028,0.01,81.803,-21.331,6.27,-2.952,0.0152,4.344,1.791,424,car,-6.169,-1.125,2.049,0.24,6.27,0.059,-2.058,-0.151
1112.76,47.863,-31.018,0.005,0.169,0,4.616,1.814,417,car,0.004,-0.002,0.031,-0.004,0.004,0.003,0.03,0.009,81.559,-21.375,6.187,-2.951,0.0154,4.344,1.791,424,car,-6.085,-1.116,2.052,0.242,6.187,0.057,-2.06,-0.151
1112.8,47.864,-31.018,0.008,0.169,0,4.616,1.814,417,car,0.007,-0.003,0.032,-0.003,0.007,0.004,0.031,0.008,81.318,-21.42,6.103,-2.95,0.0156,4.344,1.791,424,car,-6.002,-1.106,2.053,0.244,6.103,0.054,-2.062,-0.15
1112.84,47.866,-31.019,0.01,0.169,0,4.616,1.814,417,car,0.01,-0.003,0.031,-0.001,0.009,0.005,0.03,0.007,81.081,-21.464,6.02,-2.95,0.0158,4.344,1.791,424,car,-5.92,-1.097,2.054,0.247,6.02,0.051,-2.063,-0.149
1112.88,47.867,-31.019,0.012,0.169,0,4.616,1.814,417,car,0.012,-0.003,0.029,0,0.011,0.005,0.029,0.005,80.846,-21.508,5.937,-2.949,0.0161,4.344,1.791,424,car,-5.837,-1.087,2.054,0.249,5.937,0.049,-2.064,-0.148
1112.92,47.868,-31.019,0.014,0.169,0,4.616,1.814,417,car,0.014,-0.003,0.026,0.002,0.013,0.006,0.026,0.002,80.614,-21.551,5.854,-2.949,0.0163,4.344,1.791,424,car,-5.754,-1.077,2.054,0.251,5.854,0.047,-2.064,-0.147
1112.96,47.869,-31.019,0.016,0.169,0,4.616,1.814,417,car,0.015,-0.003,0.023,0.004,0.014,0.006,0.023,0,80.385,-21.594,5.771,-2.948,0.0166,4.344,1.791,424,car,-5.672,-1.067,2.053,0.254,5.771,0.044,-2.064,-0.146
1113,47.87,-31.019,0.017,0.169,0,4.616,1.814,417,car,0.016,-0.003,0.019,0.006,0.016,0.006,0.02,-0.003,80.159,-21.636,5.688,-2.947,0.0169,4.344,1.791,424,car,-5.589,-1.057,2.052,0.257,5.688,0.042,-2.063,-0.144
1113.04,47.871,-31.02,0.018,0.168,0.0021,4.616,1.814,417,car,0.017,-0.003,0.015,0.008,0.016,0.006,0.016,-0.006,79.936,-21.678,5.604,-2.947,0.0171,4.344,1.791,424,car,-5.505,-1.047,2.049,0.26,5.604,0.039,-2.06,-0.142
1113.08,47.872,-31.02,0.018,0.168,0.0022,4.616,1.814,417,car,0.018,-0.003,0.011,0.01,0.017,0.006,0.013,-0.008,79.717,-21.719,5.52,-2.946,0.0173,4.344,1.791,424,car,-5.422,-1.037,2.045,0.263,5.52,0.035,-2.057,-0.139
1113.12,47.873,-31.021,0.018,0.169,0.0025,4.616,1.814,417,car,0.018,-0.002,0.008,0.012,0.017,0.005,0.009,-0.011,79.502,-21.761,5.436,-2.945,0.0175,4.344,1.791,424,car,-5.338,-1.027,2.039,0.267,5.436,0.033,-2.052,-0.135
1113.16,47.874,-31.021,0.018,0.169,0.0027,4.616,1.814,417,car,0.018,-0.001,0.004,0.013,0.018,0.004,0.006,-0.013,79.289,-21.802,5.352,-2.944,0.0175,4.344,1.791,424,car,-5.255,-1.017,2.032,0.271,5.352,0.032,-2.045,-0.132
1113.2,47.875,-31.02,0.018,0.169,0.0029,4.616,1.814,417,car,0.018,0,0.001,0.015,0.017,0.003,0.003,-0.014,79.081,-21.842,5.268,-2.943,0.0174,4.344,1.791,424,car,-5.172,-1.006,2.022,0.276,5.268,0.032,-2.037,-0.128
1113.24,47.876,-31.02,0.018,0.17,0.003,4.616,1.814,417,car,0.017,0,-0.002,0.016,0.017,0.003,0.001,-0.016,78.875,-21.883,5.185,-2.943,0.0172,4.344,1.791,424,car,-5.089,-0.995,2.011,0.28,5.185,0.031,-2.027,-0.123
1113.28,47.876,-31.021,0.017,0.17,0.0029,4.616,1.814,417,car,0.017,0.001,-0.004,0.017,0.017,0.002,-0.002,-0.017,78.673,-21.923,5.102,-2.942,0.017,4.344,1.791,424,car,-5.006,-0.984,1.998,0.285,5.102,0.03,-2.014,-0.117
1113.32,47.877,-31.02,0.016,0.17,0.0028,4.616,1.814,417,car,0.016,0.002,-0.006,0.017,0.016,0.001,-0.003,-0.018,78.474,-21.963,5.019,-2.941,0.0168,4.344,1.791,424,car,-4.924,-0.972,1.982,0.289,5.019,0.028,-2,-0.111
1113.36,47.878,-31.02,0.016,0.17,0.0026,4.616,1.814,417,car,0.015,0.003,-0.008,0.018,0.016,0,-0.005,-0.019,78.278,-22.002,4.937,-2.94,0.0165,4.344,1.791,424,car,-4.843,-0.96,1.964,0.293,4.937,0.027,-1.983,-0.105
1113.4,47.879,-31.02,0.015,0.171,0.0023,4.616,1.814,417,car,0.014,0.004,-0.009,0.018,0.015,-0.001,-0.006,-0.019,78.086,-22.04,4.855,-2.94,0.0162,4.344,1.791,424,car,-4.762,-0.947,1.944,0.296,4.855,0.026,-1.964,-0.1
1113.44,47.88,-31.02,0.014,0.171,0,4.616,1.814,417,car,0.013,0.005,-0.009,0.018,0.014,-0.002,-0.006,-0.019,77.897,-22.078,4.774,-2.939,0.0159,4.344,1.791,424,car,-4.681,-0.934,1.922,0.298,4.774,0.025,-1.942,-0.094
1113.48,47.88,-31.02,0.014,0.171,0,4.616,1.814,417,car,0.013,0.006,-0.009,0.018,0.013,-0.004,-0.005,-0.019,77.711,-22.115,4.693,-2.939,0.0156,4.344,1.791,424,car,-4.602,-0.922,1.897,0.299,4.693,0.024,-1.918,-0.089
1113.52,47.88,-31.02,0.014,0.171,0,4.616,1.814,417,car,0.012,0.007,-0.008,0.017,0.013,-0.005,-0.005,-0.018,77.529,-22.152,4.614,-2.938,0.0154,4.344,1.791,424,car,-4.524,-0.909,1.869,0.3,4.614,0.024,-1.891,-0.084
1113.56,47.88,-31.02,0.014,0.171,0,4.616,1.814,417,car,0.012,0.008,-0.007,0.016,0.013,-0.006,-0.004,-0.017,77.35,-22.188,4.536,-2.938,0.0152,4.344,1.791,424,car,-4.447,-0.896,1.84,0.299,4.536,0.024,-1.862,-0.08
1113.6,47.879,-31.02,0.015,0.171,0,4.616,1.814,417,car,0.012,0.009,-0.006,0.014,0.013,-0.007,-0.004,-0.015,77.174,-22.224,4.46,-2.937,0.0149,4.344,1.791,424,car,-4.371,-0.883,1.808,0.298,4.459,0.024,-1.83,-0.076
1113.64,47.88,-31.019,0.016,0.171,0,4.616,1.814,417,car,0.012,0.01,-0.006,0.012,0.013,-0.008,-0.003,-0.013,77.001,-22.259,4.384,-2.936,0.0146,4.344,1.791,424,car,-4.297,-0.87,1.774,0.295,4.384,0.026,-1.797,-0.073
1113.68,47.88,-31.019,0.016,0.171,0,4.616,1.814,417,car,0.012,0.011,-0.005,0.01,0.014,-0.009,-0.004,-0.01,76.832,-22.293,4.311,-2.935,0.0141,4.344,1.791,424,car,-4.225,-0.858,1.739,0.292,4.311,0.027,-1.762,-0.071
1113.72,47.88,-31.018,0.017,0.17,0,4.616,1.814,417,car,0.012,0.012,-0.006,0.007,0.014,-0.01,-0.004,-0.008,76.665,-22.328,4.24,-2.934,0.0135,4.344,1.791,424,car,-4.154,-0.845,1.703,0.288,4.239,0.027,-1.726,-0.068
1113.76,47.881,-31.017,0.017,0.17,0,4.616,1.814,417,car,0.012,0.012,-0.006,0.004,0.014,-0.01,-0.005,-0.005,76.501,-22.361,4.17,-2.934,0.0129,4.344,1.791,424,car,-4.086,-0.832,1.666,0.283,4.17,0.027,-1.688,-0.067
1113.8,47.882,-31.016,0.017,0.17,0,4.616,1.814,417,car,0.012,0.012,-0.007,0.001,0.014,-0.01,-0.007,-0.002,76.339,-22.394,4.102,-2.934,0.0124,4.344,1.791,424,car,-4.019,-0.82,1.628,0.277,4.101,0.026,-1.65,-0.065
1113.84,47.883,-31.015,0.017,0.17,0,4.616,1.814,417,car,0.012,0.012,-0.008,-0.002,0.014,-0.01,-0.008,0.001,76.18,-22.426,4.035,-2.933,0.0121,4.344,1.791,424,car,-3.953,-0.809,1.59,0.27,4.035,0.026,-1.612,-0.065
1113.88,47.885,-31.015,0.016,0.17,0,4.616,1.814,417,car,0.011,0.012,-0.008,-0.005,0.013,-0.01,-0.009,0.003,76.024,-22.458,3.97,-2.933,0.0119,4.344,1.791,424,car,-3.889,-0.797,1.552,0.262,3.97,0.025,-1.573,-0.064
1113.92,47.885,-31.014,0.015,0.17,0,4.616,1.814,417,car,0.01,0.012,-0.008,-0.007,0.012,-0.01,-0.009,0.006,75.869,-22.489,3.907,-2.933,0.0119,4.344,1.791,424,car,-3.827,-0.786,1.514,0.254,3.907,0.023,-1.534,-0.064
1113.96,47.886,-31.014,0.014,0.17,0,4.616,1.814,417,car,0.009,0.011,-0.007,-0.01,0.01,-0.009,-0.009,0.008,75.717,-22.521,3.845,-2.933,0.0121,4.344,1.791,424,car,-3.766,-0.776,1.475,0.246,3.845,0.021,-1.494,-0.065
1114,47.886,-31.013,0.013,0.17,0,4.616,1.814,417,car,0.008,0.01,-0.006,-0.011,0.01,-0.009,-0.007,0.01,75.568,-22.551,3.785,-2.933,0.0125,4.344,1.791,424,car,-3.707,-0.766,1.436,0.237,3.785,0.02,-1.454,-0.065
1114.04,47.885,-31.013,0.012,0.17,0,4.616,1.814,417,car,0.008,0.009,-0.004,-0.013,0.009,-0.008,-0.006,0.012,75.421,-22.582,3.727,-2.932,0.0131,4.344,1.791,424,car,-3.649,-0.756,1.396,0.229,3.727,0.019,-1.413,-0.066
1114.08,47.885,-31.012,0.012,0.17,-0.002,4.616,1.814,417,car,0.008,0.009,-0.002,-0.014,0.009,-0.007,-0.005,0.014,75.276,-22.612,3.67,-2.932,0.0137,4.344,1.791,424,car,-3.593,-0.746,1.357,0.219,3.67,0.018,-1.373,-0.068
1114.12,47.885,-31.012,0.011,0.17,-0.0021,4.616,1.814,417,car,0.008,0.008,-0.001,-0.015,0.009,-0.006,-0.003,0.015,75.134,-22.642,3.615,-2.931,0.0143,4.344,1.791,424,car,-3.539,-0.737,1.317,0.21,3.615,0.018,-1.332,-0.07
1114.16,47.885,-31.011,0.01,0.169,-0.0021,4.616,1.814,417,car,0.008,0.007,0.001,-0.016,0.009,-0.005,-0.002,0.016,74.994,-22.671,3.561,-2.93,0.0149,4.344,1.791,424,car,-3.486,-0.728,1.278,0.2,3.561,0.018,-1.291,-0.072
1114.2,47.885,-31.011,0.01,0.169,0,4.616,1.814,417,car,0.009,0.006,0.001,-0.016,0.01,-0.004,-0.001,0.016,74.856,-22.7,3.51,-2.93,0.0154,4.344,1.791,424,car,-3.435,-0.72,1.238,0.189,3.51,0.018,-1.25,-0.075
1114.24,47.885,-31.011,0.01,0.169,0,4.616,1.814,417,car,0.009,0.005,0.002,-0.016,0.01,-0.003,-0.001,0.016,74.72,-22.728,3.46,-2.929,0.0159,4.344,1.791,424,car,-3.386,-0.712,1.199,0.179,3.46,0.018,-1.209,-0.078
1114.28,47.886,-31.011,0.01,0.169,0,4.616,1.814,417,car,0.01,0.004,0.001,-0.015,0.01,-0.002,-0.001,0.015,74.585,-22.756,3.412,-2.928,0.0162,4.344,1.791,424,car,-3.339,-0.705,1.16,0.168,3.412,0.018,-1.169,-0.082
1114.32,47.887,-31.01,0.01,0.169,0,4.616,1.814,417,car,0.01,0.003,0.001,-0.014,0.01,-0.001,-0.002,0.014,74.453,-22.784,3.366,-2.927,0.0165,4.344,1.791,424,car,-3.293,-0.698,1.122,0.157,3.366,0.018,-1.129,-0.085
1114.36,47.887,-31.01,0.01,0.169,0,4.616,1.814,417,car,0.01,0.001,0,-0.013,0.01,0,-0.002,0.013,74.322,-22.811,3.321,-2.927,0.0167,4.344,1.791,424,car,-3.249,-0.692,1.084,0.146,3.321,0.017,-1.09,-0.089
1114.4,47.888,-31.01,0.01,0.169,0,4.616,1.814,417,car,0.01,0,-0.001,-0.011,0.01,0.001,-0.002,0.011,74.193,-22.838,3.278,-2.926,0.0168,4.344,1.791,424,car,-3.206,-0.686,1.047,0.135,3.278,0.016,-1.051,-0.092
1114.44,47.888,-31.01,0.01,0.169,0,4.616,1.814,417,car,0.01,0,-0.001,-0.008,0.01,0.002,-0.003,0.008,74.065,-22.866,3.237,-2.925,0.0169,4.344,1.791,424,car,-3.164,-0.681,1.01,0.125,3.237,0.015,-1.013,-0.095
1114.48,47.888,-31.011,0.011,0.169,0,4.616,1.814,417,car,0.011,-0.001,-0.002,-0.006,0.01,0.003,-0.003,0.005,73.939,-22.893,3.197,-2.924,0.0168,4.344,1.791,424,car,-3.124,-0.677,0.974,0.115,3.197,0.013,-0.976,-0.098
1114.52,47.887,-31.011,0.011,0.169,0,4.616,1.814,417,car,0.011,-0.001,-0.004,-0.003,0.011,0.003,-0.004,0.002,73.815,-22.92,3.158,-2.924,0.0168,4.344,1.791,424,car,-3.085,-0.672,0.938,0.105,3.158,0.011,-0.938,-0.1
1114.56,47.888,-31.011,0.012,0.169,0,4.616,1.814,417,car,0.012,-0.002,-0.006,0.001,0.011,0.003,-0.006,-0.002,73.692,-22.947,3.121,-2.923,0.0167,4.344,1.791,424,car,-3.048,-0.669,0.902,0.095,3.121,0.009,-0.901,-0.103
1114.6,47.889,-31.012,0.012,0.169,0,4.616,1.814,417,car,0.012,-0.002,-0.009,0.004,0.011,0.003,-0.008,-0.005,73.571,-22.974,3.085,-2.922,0.0167,4.344,1.791,424,car,-3.012,-0.665,0.867,0.086,3.085,0.006,-0.865,-0.104
1114.64,47.89,-31.012,0.012,0.169,0,4.616,1.814,417,car,0.012,-0.001,-0.012,0.007,0.011,0.003,-0.011,-0.009,73.451,-23,3.05,-2.922,0.0166,4.344,1.791,424,car,-2.978,-0.662,0.831,0.077,3.05,0.004,-0.828,-0.106
1114.68,47.89,-31.013,0.012,0.169,0,4.616,1.814,417,car,0.011,0,-0.015,0.01,0.011,0.002,-0.014,-0.012,73.333,-23.026,3.018,-2.921,0.0166,4.344,1.791,424,car,-2.945,-0.659,0.796,0.069,3.018,0.002,-0.792,-0.107
1114.72,47.891,-31.013,0.011,0.169,0,4.616,1.814,417,car,0.011,0,-0.019,0.012,0.011,0.001,-0.017,-0.015,73.216,-23.052,2.987,-2.92,0.0166,4.344,1.791,424,car,-2.913,-0.657,0.761,0.061,2.987,-0.002,-0.756,-0.108
1114.76,47.892,-31.013,0.01,0.169,0,4.616,1.814,417,car,0.01,0.001,-0.023,0.014,0.01,0,-0.02,-0.017,73.101,-23.079,2.957,-2.92,0.0168,4.344,1.791,424,car,-2.884,-0.655,0.727,0.053,2.957,-0.005,-0.721,-0.108
1114.8,47.893,-31.013,0.009,0.169,0,4.616,1.814,417,car,0.009,0.003,-0.026,0.015,0.009,-0.001,-0.023,-0.019,72.986,-23.105,2.929,-2.919,0.017,4.344,1.791,424,car,-2.855,-0.653,0.693,0.046,2.929,-0.008,-0.687,-0.108
1114.84,47.894,-31.014,0.009,0.169,0,4.616,1.814,417,car,0.008,0.004,-0.029,0.015,0.008,-0.003,-0.026,-0.02,72.873,-23.131,2.902,-2.919,0.0175,4.344,1.791,424,car,-2.828,-0.652,0.66,0.04,2.902,-0.012,-0.653,-0.107
1114.88,47.894,-31.014,0.008,0.169,-0.002,4.616,1.814,417,car,0.006,0.006,-0.032,0.015,0.007,-0.005,-0.029,-0.02,72.76,-23.157,2.877,-2.919,0.0182,4.344,1.791,424,car,-2.802,-0.651,0.628,0.034,2.877,-0.015,-0.62,-0.106
1114.92,47.894,-31.014,0.008,0.169,-0.0022,4.616,1.814,417,car,0.004,0.007,-0.034,0.013,0.005,-0.007,-0.031,-0.018,72.649,-23.183,2.854,-2.918,0.019,4.344,1.791,424,car,-2.778,-0.65,0.597,0.028,2.853,-0.018,-0.588,-0.105
1114.96,47.895,-31.013,0.009,0.168,-0.0022,4.616,1.814,417,car,0.002,0.009,-0.036,0.01,0.004,-0.008,-0.033,-0.016,72.539,-23.209,2.831,-2.917,0.02,4.344,1.791,424,car,-2.756,-0.649,0.567,0.023,2.831,-0.02,-0.558,-0.104
1115,47.895,-31.013,0.01,0.168,-0.0021,4.616,1.814,417,car,0,0.01,-0.036,0.007,0.002,-0.01,-0.035,-0.013,72.429,-23.235,2.81,-2.917,0.0212,4.344,1.791,424,car,-2.734,-0.649,0.538,0.018,2.81,-0.023,-0.528,-0.102
1115.04,47.895,-31.012,0.011,0.168,0,4.616,1.814,417,car,-0.002,0.011,-0.037,0.002,0,-0.011,-0.036,-0.008,72.32,-23.261,2.79,-2.916,0.0225,4.344,1.791,424,car,-2.714,-0.648,0.51,0.013,2.79,-0.025,-0.5,-0.101
